,0
0,39236.76301726112
1,39496.282118242845
2,39251.03951019922
3,39076.17387159814
4,39142.02557745992
5,38987.98562162381
6,39155.49037575151
7,39025.02961754769
8,38875.00010199167
9,38522.428272097626
10,38206.46344041585
11,37932.01585046
12,37919.04590245625
13,37642.708981085816
14,37076.81207292234
15,36965.002062109306
16,36734.26208728421
17,36343.23945404687
18,36343.00831486875
19,36122.16345460714
20,35867.869656598836
21,36089.06696744935
22,36317.40500837761
23,37858.13005943801
24,39516.16660631262
25,39265.65877209496
26,38635.552117580904
27,38666.1541216705
28,38603.972578710775
29,38671.054403992646
30,38796.81788767797
31,38950.43464501108
32,39654.37692675775
33,39313.42349122018
34,39141.75564049686
35,38591.55053926093
36,38605.78258194023
37,38574.379657198806
38,38288.62772840928
39,37768.313488087624
40,36893.709583317956
41,37053.07603754361
42,37033.231134887414
43,36584.424624213054
44,36922.71815106612
45,37032.80492836191
46,37418.73250317362
47,39107.403790108656
48,40402.42900108835
49,39931.48603420399
50,39711.43133370905
51,39569.09401162403
52,39574.24639558296
53,39612.6283966444
54,39586.31404709604
55,40383.137087157615
56,40729.213063189636
57,39609.984156535684
58,38847.282396335395
59,38510.77838994396
60,38546.655805848706
61,38253.694079115834
62,37657.91920283144
63,37128.514600203
64,36540.5109204669
65,36543.46945312373
66,36324.99354814429
67,36653.57417897075
68,36823.06507021619
69,36948.089888816336
70,37621.49071441293
71,38945.0289080226
72,40457.024356643735
73,40336.673076769635
74,40169.56161508753
75,40129.68330459604
76,40095.00364385905
77,40080.94686345371
78,40068.64776364485
79,40820.67166086852
80,40743.73236678685
81,39549.84013692114
82,38787.200032142944
83,38274.55823459081
84,38004.32080040492
85,37507.79645373022
86,37005.82999782868
87,35885.786205520475
88,35596.315995353536
89,35823.901655745365
90,36293.46144842957
91,36706.5031950404
92,36629.87856796692
93,36800.14575486983
94,37501.29153761964
95,38928.566955731745
96,40432.12572058076
97,40356.96155782155
98,40213.70545492788
99,40163.64397290588
100,40252.61493085003
101,40316.03296316505
102,40308.79073275846
103,40842.953428129484
104,39663.734769482886
105,38406.4251639445
106,37732.67966864191
107,37531.29769324643
108,37184.19129475046
109,36784.770347531834
110,35773.182157425814
111,35476.71783558861
112,35765.20534187596
113,35947.40854413569
114,36279.63936639436
115,36378.36128971576
116,36653.338883406876
117,36820.91316919891
118,37445.23003280894
119,38927.57500332058
120,40280.43678252451
121,40171.606526336356
122,40025.241887401164
123,40094.72302967544
124,40153.88965632455
125,40075.025171663365
126,40128.003666927514
127,40326.00636992821
128,39231.8268401679
129,38316.928518713445
130,37556.11116575697
131,37095.884470403675
132,36874.62404125306
133,36425.04013408927
134,36149.0300944345
135,35665.85822057871
136,35665.3981492213
137,35726.22090794061
138,35955.49228413887
139,36134.03148568513
140,36113.23305136144
141,36591.412456430786
142,37073.01094181721
143,38348.232955342115
144,39945.15437324481
145,39793.830459631296
146,39741.04973117689
147,39538.5691010896
148,39603.51402960273
149,39474.61579538616
150,39572.3363177622
151,39221.644139349206
152,38938.65498471411
153,38240.103883804615
154,37907.40695354707
155,37129.92515662239
156,36926.16968516163
157,36670.00835562248
158,35988.12469816127
159,36074.381580913454
160,35901.150755624345
161,35958.049855449106
162,35828.162527592125
163,35695.680558312684
164,35776.580625711795
165,35749.57779640876
166,35805.251798631914
167,37205.02060845383
168,38622.29635907532
169,38789.961097578824
170,38538.146910716976
171,38501.30130158695
172,38549.532754709886
173,38346.721041089644
174,38274.823212454794
175,38253.73607449695
176,37989.74841051908
177,37862.7076459479
178,37405.08404289327
179,37097.22435708153
180,36901.294833679356
181,36653.48769415619
182,36572.82725491322
183,36055.98634057904
184,35862.836689026735
185,35993.05289359486
186,35679.505100163915
187,35611.26777556953
188,35578.99377928361
189,35655.37588460688
190,35808.95842064413
191,37196.56099274798
192,38772.51343552299
193,38569.7699246452
194,38401.174371533845
195,38444.371687009545
196,38383.95048473284
197,38437.56582641426
198,38441.614344541464
199,38683.4849884776
200,38623.824056450714
201,38476.526613999165
202,37941.82847130751
203,37503.26517329508
204,37607.72399073965
205,37577.906168360365
206,36806.699284841096
207,36383.6606422385
208,36157.435873698574
209,36151.358628914066
210,36034.71613169876
211,36272.40406976489
212,36064.61803154576
213,36357.905901733764
