id,count
0,39896.49166
1,39863.70446
2,39815.68193
3,39676.77224
4,39810.57963
5,39825.83745
6,39928.36454
7,40625.63555
8,40576.73209
9,38993.46465
10,38298.38698
11,37558.60666
12,37245.53688
13,36573.7922
14,36048.47304
15,35579.77103
16,35234.13547
17,34984.44802
18,34741.79667
19,35192.18432
20,35499.06262
21,36062.41911
22,36285.22559
23,37684.38483
24,39633.36389
25,39538.37625
26,39452.30941
27,39523.3472
28,39661.03426
29,39644.89526
30,39794.40372
31,40344.52814
32,40353.39777
33,38982.19214
34,38051.96233
35,37487.8164
36,37359.31188
37,36505.95284
38,36062.30134
39,35478.46625
40,34704.19852
41,34587.94068
42,34865.16752
43,35295.98081
44,35424.17225
45,35560.3819
46,36107.20139
47,37527.05584
48,39273.48373
49,39354.90457
50,39259.03316
51,39278.42307
52,39492.3792
53,39622.6162
54,39651.50542
55,40157.83049
56,39969.34159
57,38885.82012
58,38059.11493
59,37659.6275
60,37232.44711
61,36669.77502
62,35950.61737
63,35479.56944
64,34908.9369
65,34755.82458
66,34805.2379
67,34888.67382
68,35040.20234
69,35060.30864
70,35330.1057
71,36613.05667
72,38534.54199
73,38732.21903
74,38645.24007
75,38844.1767
76,38980.35762
77,39036.98709
78,38986.07369
79,39159.1837
80,38709.11858
81,38308.84137
82,38118.83443
83,37614.55782
84,37345.00795
85,36483.19862
86,36143.43142
87,35535.74579
88,35357.45468
89,35085.94403
90,34600.42016
91,34659.9685
92,34544.35288
93,34440.89703
94,34570.73287
95,36050.17691
96,37741.58298
97,38038.37694
98,38031.69973
99,38059.29214
100,38170.17964
101,38074.1399
102,38060.94748
103,37994.12033
104,38072.39801
105,37830.43525
106,37519.73985
107,37605.13343
108,37365.71396
109,37478.42516
110,36949.77065
111,36552.35229
112,36577.48742
113,35871.33044
114,35789.57915
115,35772.99815
116,35648.15901
117,35487.87957
118,35892.86009
119,37281.07236
120,39111.84056
121,39051.84991
122,39000.79668
123,39071.0914
124,38967.50046
125,39015.96243
126,38972.66615
127,39513.80794
128,39588.82702
129,38306.46695
130,37576.85233
131,37201.64404
132,37061.37527
133,36845.16497
134,36272.46298
135,36139.12785
136,35392.74822
137,35449.19617
138,35491.8163
139,35647.63469
140,36179.06326
141,36218.63465
142,36684.18327
143,38019.90225
144,39736.34247
145,39655.33349
146,39147.75207
147,39520.09723
148,39507.40331
149,39596.68368
150,39838.433
151,40343.31665
152,40224.86107
153,38906.07136
154,37875.3868
155,37276.49133
156,37104.81409
157,36600.07045
158,36225.32962
159,35695.29355
160,35204.85659
161,35297.71855
162,35301.23057
163,35650.50066
164,35750.44414
165,36059.0077
166,36500.62792
167,37889.0217
168,39760.06881
169,39532.47407
170,39639.4928
171,39607.89602
172,39691.57643
173,39713.86832
174,39675.70318
175,40062.74441
176,40168.72912
177,38683.04342
178,37512.11189
179,37186.67594
180,36721.73973
181,36280.61746
182,35949.83326
183,35429.30885
184,35123.38505
185,35048.07706
186,35096.19108
187,35162.20886
188,35795.34635
189,35931.0053
190,36423.07107
191,38100.90077
192,39610.62408
193,39748.58841
194,39612.74681
195,39549.93679
196,39592.28651
197,39495.23393
198,39551.83193
199,40295.91533
200,40040.1957
201,38816.45271
202,38086.18028
203,37613.74006
204,37179.27022
205,36952.62678
206,36402.69991
207,36242.19552
208,35415.02627
209,35064.17078
210,35060.48528
211,35247.76354
212,35526.38822
213,35935.67592
214,36128.9385
215,37602.44831
216,39422.79907
217,39571.99719
218,37937.58827
219,38094.06967
220,38091.57339
221,38186.99773
222,38330.22831
223,38914.75262
224,39368.93144
225,38220.11478
226,37891.88936
227,37658.9239
228,37494.29169
229,36886.01365
230,36900.2828
231,35896.48286
232,35100.3338
233,34977.47235
234,34686.90029
235,34707.23307
236,34967.34408
237,34941.14589
238,35154.52314
239,36807.81231
240,38928.71361
241,38227.83202
242,38264.75707
243,38240.16681
244,38304.26638
245,38466.39028
246,38518.20659
247,38885.36954
248,38288.96023
249,38227.4923
250,37797.00907
251,37288.45011
252,37119.53798
253,36810.38219
254,36250.07517
255,36124.36469
256,35926.68082
257,35635.44427
258,35173.47671
259,35140.17859
260,34749.21612
261,34762.46706
262,35062.97058
