,0
0,39919.41053099361
1,39882.37468151403
2,39829.8633396404
3,39696.72998769034
4,39822.39868926858
5,39831.46215882376
6,39941.26837339951
7,40652.527881641596
8,40513.31371230729
9,38993.284110442866
10,38298.76813640416
11,37583.69585071419
12,37277.18606861366
13,36604.90562176248
14,36112.63461318444
15,35595.744613624454
16,35277.499987489406
17,35043.14002550485
18,34798.687358201845
19,35239.02533953403
20,35531.546416608995
21,36104.72230976118
22,36363.15501562532
23,37885.79917545593
24,39677.178337476966
25,39587.68512923571
26,39501.014824824946
27,39562.605258035306
28,39695.857324887074
29,39663.9992135929
30,39816.07230486956
31,40385.897147194504
32,40263.59581043981
33,38950.95898010192
34,38039.1273110254
35,37473.21632861662
36,37294.97355807859
37,36472.26310071057
38,36046.35216231276
39,35430.77760721179
40,34716.874931704944
41,34620.388566138616
42,34890.569275015456
43,35328.179952677216
44,35468.21119285408
45,35622.57437833717
46,36168.79601198117
47,37732.079692623214
48,39336.232309275605
49,39397.71609034176
50,39300.4286610518
51,39321.99791569271
52,39519.44637411721
53,39635.6333558807
54,39666.854140011375
55,40217.69285225696
56,39923.42398941958
57,38839.05504406123
58,38023.34924797141
59,37629.5135396042
60,37204.49698619541
61,36630.90329292657
62,35929.41332723702
63,35423.53173294428
64,34910.85602556638
65,34776.860060789375
66,34834.156951561454
67,34911.23342159381
68,35047.34655972752
69,35107.2176317171
70,35419.62095668949
71,36848.548465485284
72,38617.040870673096
73,38787.04050139951
74,38691.60596924714
75,38879.14725593253
76,39004.74267488261
77,39048.63043007167
78,38998.90647994234
79,39163.726991024734
80,38723.50522574656
81,38303.49923374056
82,38087.651333794965
83,37609.767913979456
84,37312.75909096019
85,36465.40190279578
86,36129.56678153266
87,35528.13617029765
88,35366.52030858669
89,35110.619787120726
90,34648.496836472725
91,34698.010403147564
92,34570.85009523135
93,34508.938194564296
94,34654.40269198772
95,36240.59278938398
96,37835.27847556006
97,38088.96090935001
98,38075.14026878175
99,38100.282087240186
100,38197.91720812104
101,38101.5518542887
102,38076.75506915734
103,38003.1486685092
104,38074.50851942447
105,37850.46231580623
106,37531.851190985784
107,37621.00322880281
108,37372.140311204166
109,37427.2074604716
110,36909.37239232868
111,36521.361816712255
112,36517.42621500999
113,35833.176385153485
114,35765.35557952658
115,35764.29826926621
116,35660.566574496166
117,35523.99303266879
118,35926.7033781225
119,37411.04727792034
120,39127.59668472271
121,39058.41183574629
122,39006.38521711878
123,39071.39892796606
124,38971.96352435217
125,39003.2966765253
126,38970.75680325153
127,39529.76503122207
128,39496.450630650135
129,38246.656151058865
130,37557.20361411073
131,37194.53421404067
132,37050.80393382936
133,36833.86661503733
134,36260.89720190152
135,36066.823521220016
136,35353.1387594266
137,35416.57412071538
138,35496.34214659266
139,35667.52351906686
140,36163.74795610835
141,36249.064170626254
142,36718.116772944435
143,38176.230387052936
144,39751.10059138456
145,39665.478920061134
146,39194.01489165917
147,39532.08640526817
148,39518.59364213101
149,39587.973936879025
150,39815.9167488834
151,40358.33088184721
152,40124.41720059544
153,38812.03896854966
154,37813.01184972708
155,37243.151138433415
156,37078.61024785187
157,36545.24057191754
158,36194.96356046419
159,35608.27097477595
160,35182.20507461753
161,35299.7916630495
162,35314.364335075974
163,35703.72859622904
164,35788.268691420795
165,36107.78003561902
166,36559.920607601794
167,38073.776634428
168,39786.73975406664
169,39542.62387501165
170,39652.27251088786
171,39620.5579000891
172,39697.11960845655
173,39702.730087703
174,39674.44790257721
175,40090.000981092606
176,40089.49706886428
177,38618.523337446175
178,37478.58370706904
179,37147.02045717102
180,36699.50634914012
181,36243.64959109264
182,35927.38893849533
183,35370.396923247645
184,35120.758691551666
185,35047.25307903378
186,35116.8993561882
187,35223.57296817242
188,35806.25383198417
189,35966.58608646056
190,36459.3787033952
191,38258.798745598695
192,39665.551427249266
193,39802.580859108224
194,39676.49383744448
195,39610.15811909019
196,39653.162472999
197,39551.17465136692
198,39605.691101761964
199,40371.998223750066
200,40017.97785628675
201,38781.35302366384
202,38068.287756258134
203,37588.380158672306
204,37157.485329217896
205,36905.50197923577
206,36375.637797302006
207,36157.346632701934
208,35394.039608731364
209,35098.58758320647
210,35123.541058265415
211,35327.64168817217
212,35572.70240163445
213,36008.226992512406
214,36231.088233032635
215,37810.77466480198
216,39498.38099582342
217,39626.468033349614
218,38117.67043037619
219,38258.50550966993
220,38251.685300186524
221,38329.502176998714
222,38474.8326727351
223,39089.01064391286
224,39396.280492159196
225,38240.56319133169
226,37882.66454367004
227,37650.192699719126
228,37501.00877107226
229,36890.10181783056
230,36871.003707827535
231,35865.99218041333
232,35128.69256908927
233,35022.171551427105
234,34745.97408515514
235,34793.689999958275
236,35022.73774763597
237,35023.093862127345
238,35257.88230864605
239,37029.419506972736
240,39007.653227046045
241,38306.93379029574
242,38331.61598104219
243,38303.1933858617
244,38366.35060989618
245,38507.99705192349
246,38551.71329687496
247,38924.16809084155
248,38335.50504065291
249,38254.41489645051
250,37812.081253811135
251,37345.809069211326
252,37144.142747983395
253,36819.56604019916
254,36249.40499375297
255,36108.476217116055
256,35922.461049047764
257,35634.30696744682
258,35204.008525873025
259,35172.55029281071
260,34799.27450294298
261,34814.18980275443
262,35128.243533639856
263,36609.04725871411
264,38155.710542629015
265,38558.54660065745
266,38417.983267013326
267,38354.63031770019
268,38420.306468797186
269,38524.026253736156
270,38429.572421367804
271,38279.91138759136
272,38281.2899077793
273,37907.49012051552
274,37973.34183791251
275,37723.6212804373
276,37516.402673351644
277,37318.50513651443
278,37065.571360525486
279,36887.44802924085
280,36741.47885005867
281,36504.08401414639
282,36198.63317897324
283,36045.72894981804
284,35803.35057895492
285,35709.96375940064
286,35978.11474441703
287,37603.00203529503
288,39328.87353922898
289,39331.598744459414
290,39250.06998138804
291,39178.05522275204
292,39213.42495186201
293,39202.27371100331
294,39231.091877950814
295,39511.36073090189
296,39763.83218288858
297,38681.970412171504
298,37740.27936443542
299,37555.67563475878
300,37131.20556137553
301,36704.59496570588
302,36516.597452076814
303,36186.6605779857
304,35544.73968723115
305,35519.43470673463
306,35423.7969622203
307,35727.685424633375
308,35728.299580460895
309,35964.440586318546
310,36492.50648513206
311,38230.764696046
312,39641.700988204044
313,39606.503778066646
314,39548.56580335089
315,39482.24348563131
316,39509.669028322925
317,39454.211460932456
318,39555.541662935066
319,40372.22547812245
320,40092.99454892328
321,38924.703866202
322,38053.53739711952
323,37732.30551346834
324,37399.55589181169
325,36931.415062165914
326,36428.874833501046
327,35712.46680359749
328,35080.479275567195
329,35238.54563571781
330,35227.096236768586
331,35380.66265361887
332,35769.06970345848
333,35925.99434351695
334,36637.55491234709
335,38156.82250831938
336,39745.06890710041
337,39707.25440940912
338,39660.38797437104
339,39565.37595464582
340,39570.70508366834
341,39545.70512268841
342,39624.81504582467
343,40306.13461656285
344,40310.12843451725
345,38864.1678020517
346,38038.39829003331
347,37469.03508029475
348,37204.908577307964
349,36778.1763672895
350,36531.58105474647
351,35903.25948981465
352,35573.30699879144
353,35322.356739111245
354,35128.716520281014
355,35498.097635263744
356,35714.92582023364
357,36062.11118567075
358,36398.81630819215
359,38075.44442068817
360,39659.27441193706
361,39786.19252507075
362,39664.50403030924
363,39610.83172733039
364,39649.936772089844
365,39615.89436367243
366,39678.31815832925
367,40359.88817248519
368,40592.60398794914
369,39089.14216625845
370,38310.91448357807
371,37736.12739624579
372,37223.84113286015
373,36982.17821404233
374,36734.963920712486
375,36289.99823382001
376,35422.888187449425
377,34837.71744723067
378,35208.92214062493
