id,count
0,39982.88048
1,40031.5822
2,39887.59254
3,39841.62964
4,39893.66375
5,39786.20006
6,39704.10745
7,40385.5451
8,39964.85181
9,39737.81968
10,38938.39813
11,38478.39002
12,38390.97707
13,38216.6307
14,37284.65789
15,36612.61981
16,36979.41416
17,36955.59196
18,36565.35574
19,36411.12427
20,36028.65705
21,35921.936
22,36410.5524
23,37431.95158
24,39144.78839
25,39452.69948
26,39194.82902
27,39009.45607
28,39081.13167
29,38934.54703
30,39100.2492
31,39004.07609
32,38911.75837
33,38580.18282
34,38268.40687
35,38001.64131
36,37986.94167
37,37766.63367
38,37202.95131
39,37117.74651
40,36830.46073
41,36390.33972
42,36389.62341
43,36135.63136
44,35856.07323
45,36064.95725
46,36269.41457
47,37659.08891
48,39504.62066
49,39259.01491
50,38584.41466
51,38617.22978
52,38552.9641
53,38636.81446
54,38760.73293
55,38929.80151
56,39840.01503
57,39538.1923
58,39375.67639
59,38778.67559
60,38813.92153
61,38854.00751
62,38570.98627
63,38072.98323
64,37103.81779
65,37245.15081
66,37169.74899
67,36668.39427
68,37018.5376
69,37077.02417
70,37437.54522
71,38986.85795
72,40391.23158
73,39919.75846
74,39688.49913
75,39539.57759
76,39540.51343
77,39588.14783
78,39539.30324
79,40343.11688
80,40870.44757
81,39720.51429
82,38956.9832
83,38614.07278
84,38656.36168
85,38388.22028
86,37793.86811
87,37310.90603
88,36655.24763
89,36621.63681
90,36374.85846
91,36694.24946
92,36855.56583
93,36963.1191
94,37616.69358
95,38777.65478
96,40467.13275
97,40351.38699
98,40180.06704
99,40137.67521
100,40096.02054
101,40101.93815
102,40080.65027
103,40865.30665
104,40933.80229
105,39680.46997
106,38888.14224
107,38391.01265
108,38113.23483
109,37642.65472
110,37109.6365
111,35946.13124
112,35637.34213
113,35894.62204
114,36344.60341
115,36757.03096
116,36685.06585
117,36822.54478
118,37542.6653
119,38808.9171
120,40441.58799
121,40370.26732
122,40216.92005
123,40171.82382
124,40268.03462
125,40353.06122
126,40329.05389
127,40911.76161
128,39803.60204
129,38504.69365
130,37818.54843
131,37613.07591
132,37264.79658
133,36888.98616
134,35859.7764
135,35577.12166
136,35884.3655
137,36017.56395
138,36368.24712
139,36459.91915
140,36756.4019
141,36866.46739
142,37500.56443
143,38845.50413
144,40307.03236
145,40188.87629
146,40061.41665
147,40132.88069
148,40180.71135
149,40111.41539
150,40153.48769
151,40411.20931
152,39325.9102
153,38357.17059
154,37569.56382
155,37101.61275
156,36858.35029
157,36428.40255
158,36183.75431
159,35653.48165
160,35665.89087
161,35692.97932
162,35942.07997
163,36148.45106
164,36145.29803
165,36636.49859
166,37114.76891
167,38248.1207
168,39952.46752
169,39830.04515
170,39773.22624
171,39555.6882
172,39628.23969
173,39500.91256
174,39590.86536
175,39292.44378
176,38998.95695
177,38277.12475
178,37952.3859
179,37140.97739
180,36916.70013
181,36705.48304
182,36037.307
183,36116.3949
184,35915.57847
185,35980.84485
186,35844.8444
187,35675.58418
188,35770.32168
189,35716.13779
190,35764.69749
191,37023.84818
192,38524.3252
193,38729.72221
194,38475.98422
195,38435.06818
196,38488.79894
197,38284.26225
198,38224.01437
199,38276.40476
200,38048.8962
201,37959.82464
202,37507.80707
203,37173.40226
204,36981.25296
205,36760.73995
206,36704.3227
207,36194.01497
208,35972.35522
209,36083.4544
210,35719.32819
211,35628.77636
212,35609.27651
213,35667.22533
214,35774.6734
215,37023.02049
216,38696.62265
217,38610.20844
218,38400.77329
219,38393.79735
220,38326.09569
221,38388.58403
222,38380.44267
223,38608.30853
224,38608.69408
225,38518.24678
226,37994.13914
227,37549.83231
228,37647.04842
229,37659.42483
230,36848.63523
231,36456.53512
232,36165.36316
233,36160.66737
234,36038.9238
235,36254.02333
236,36028.14467
237,36320.61437
238,36720.00129
239,38147.16449
240,39939.13048
241,39755.5509
242,39650.12097
243,39566.59332
244,39576.50041
245,39574.17962
246,39494.44047
247,39899.01456
248,39509.74421
249,38228.43049
250,37240.47309
251,36614.93095
252,36253.32351
253,35782.61531
254,35339.18313
255,34540.61012
256,34712.45455
257,35296.09079
258,35620.21362
259,35925.23218
260,36170.81851
261,36359.86007
262,37087.08784
263,38590.01457
264,40211.52879
265,40142.11113
266,40020.87685
267,39965.43812
268,40031.55571
269,40060.93876
270,40093.42315
271,40556.69917
272,39103.28309
273,37576.84284
274,37065.83198
275,36367.17344
276,36029.38455
277,35821.47989
278,34910.8863
279,34426.11978
280,34540.29587
281,34748.85647
282,35230.28061
283,35509.45407
284,35679.50286
285,36349.112
286,36987.14862
287,38441.45905
288,40165.63334
289,40190.24149
290,39980.36198
291,39972.18835
292,39947.15876
293,39968.57471
294,40050.79942
295,39802.22748
296,39042.28528
297,37538.79051
298,36577.16865
299,35943.60949
300,35758.79287
301,35232.54277
302,34543.28017
303,34087.02606
304,34388.22084
305,34856.08329
306,35077.85079
307,35359.46405
308,35759.06959
309,36050.91856
310,36639.61357
311,38031.51263
312,40069.39808
313,39965.45794
314,39932.48752
315,39763.75152
316,39829.30276
317,39822.85895
318,39817.70699
319,39849.05808
320,38520.33857
321,37036.80985
322,36388.72384
323,35993.23851
324,35646.12902
325,35445.75063
326,34756.94516
327,34887.03804
328,34905.34797
329,35245.40572
330,35407.15295
331,35507.37221
332,35695.25327
333,35802.35236
334,36391.86698
335,38008.86604
336,39759.92547
337,40083.96584
338,39806.98681
339,39705.80193
340,39607.39573
341,39562.58874
342,39514.64571
343,39347.20873
344,38705.90372
345,38281.45583
346,37865.72895
347,37167.97274
348,37050.6959
349,36484.83641
350,36643.72769
351,36008.49227
352,36223.70821
353,36388.03658
354,36113.0794
355,36180.8234
356,35787.82338
357,36089.86966
358,36432.07077
359,37869.71211
360,39844.48297
361,39626.53907
362,39446.06369
363,39251.79452
364,39198.5981
365,39154.73656
366,39187.5354
367,39140.80813
368,38934.10896
369,38853.17443
370,38144.6272
371,37923.29919
372,37513.31635
373,37539.1587
374,37139.80606
375,36855.54199
376,36861.01066
377,36484.80031
378,36770.34683
379,36550.52543
380,36652.66476
381,36665.10506
382,36889.58293
383,38419.16298
384,39899.4346
385,40009.58624
386,39733.33557
387,39642.26511
388,39624.07325
389,39670.83163
390,39514.86302
391,39640.55269
392,40430.85419
393,38615.25323
394,38173.33786
395,37529.61265
396,37234.25616
397,37135.51521
398,36547.16888
399,36492.18274
400,35641.19137
401,36105.28139
402,36054.93616
403,36194.46158
404,36446.46422
405,36526.3937
406,37141.46454
407,38429.36155
408,40388.7511
409,40132.19933
410,40006.15917
411,39980.80369
