,0
0,39899.6149460123
1,39866.88894885905
2,39812.19861921969
3,39676.89910847433
4,39801.853608351674
5,39820.552346710545
6,39925.052338050096
7,40573.32599054552
8,40507.10939454397
9,38935.849910184654
10,38232.38956344975
11,37489.867185104995
12,37184.14693941896
13,36504.172617844124
14,35998.99033691263
15,35528.941725659286
16,35219.94961867176
17,34982.303798203444
18,34714.16863858927
19,35175.718120938516
20,35483.67060903906
21,36069.99638645079
22,36290.94119447213
23,37729.026817264654
24,39652.65446084858
25,39564.55749057645
26,39477.652212733745
27,39545.02280208078
28,39682.37230746985
29,39666.59353348445
30,39812.579248904935
31,40338.51929700226
32,40331.1570017076
33,38977.01276259799
34,38061.96822737075
35,37498.977958614516
36,37322.228849766456
37,36485.14747500722
38,36032.60124624104
39,35467.298519293276
40,34715.791337224
41,34609.78959015963
42,34875.45581930144
43,35305.98860300048
44,35450.95213875922
45,35592.1745112316
46,36117.69538383991
47,37581.36017906259
48,39285.50637436687
49,39361.588454951954
50,39264.312991852494
51,39282.3559254493
52,39493.86210809615
53,39621.69879756718
54,39642.53365990283
55,40142.55351146564
56,39936.65291856262
57,38844.51173590604
58,38019.723342475816
59,37627.742957263334
60,37192.516044027194
61,36618.100625850624
62,35897.25279241605
63,35438.8515509742
64,34883.473651259206
65,34763.79063841952
66,34817.743254838046
67,34880.86885831335
68,35035.04589886988
69,35072.15465053524
70,35348.010756092706
71,36664.67901871658
72,38535.08097805643
73,38723.75768111225
74,38636.76721780036
75,38830.45345071641
76,38961.9024837897
77,39023.996477106906
78,38967.48579837152
79,39134.76744829737
80,38687.65781118568
81,38280.558176812614
82,38089.548500737714
83,37589.33994441169
84,37304.164753165904
85,36434.09577368535
86,36100.97553413734
87,35488.45147938235
88,35322.83386542909
89,35082.42643058504
90,34585.61957825016
91,34649.67148831998
92,34531.18794385154
93,34450.08649622536
94,34578.82928526108
95,36071.230139660256
96,37728.82609076034
97,38020.37590344043
98,38010.4222554373
99,38033.42450108132
100,38138.966286185256
101,38041.43283303554
102,38016.96138081545
103,37936.86241737982
104,38016.86316691909
105,37776.52915185248
106,37452.794908330055
107,37535.73020314503
