id,count
0,38855.59916
1,38987.72141
2,38740.3874
3,38598.27522
4,38613.38652
5,38420.96497
6,38605.96573
7,38465.32116
8,38401.30254
9,38059.2989
10,37774.02714
11,37594.62437
12,37529.06209
13,37134.78982
14,36623.58639
15,36579.72547
16,36378.12565
17,35977.82078
18,35909.35911
19,35716.16472
20,35449.46818
21,35661.73866
22,35822.09578
23,37498.26125
24,38884.02952
25,38604.83936
26,38042.36603
27,38070.06866
28,38006.63521
29,38018.08559
30,38147.61212
31,38288.83735
32,38776.6732
33,38454.18507
34,38270.93528
35,37836.93807
36,37827.01941
37,37640.31592
38,37382.53748
39,36924.59188
40,36235.58342
41,36291.86242
42,36312.7036
43,35951.46316
44,36185.89466
45,36304.10153
46,36709.93459
47,38607.91983
48,39604.65631
49,39111.91723
50,38924.60023
51,38792.83162
52,38805.5863
53,38849.22549
54,38872.42224
55,39734.70441
56,39979.05661
57,39153.55473
58,38469.69933
59,38211.27106
60,38256.37612
61,37898.18624
62,37303.95788
63,36748.57347
64,36271.68037
65,36326.52002
66,36096.85786
67,36410.23352
68,36513.85217
69,36692.8419
70,37326.69662
71,38809.50982
72,39992.66107
73,39830.47376
74,39667.75813
75,39618.94501
76,39598.89313
77,39580.50312
78,39592.74975
79,40347.94935
80,40188.12803
81,39189.14245
82,38532.92339
83,38044.25031
84,37867.33518
85,37359.8178
86,36907.96676
87,35929.41919
88,35776.43276
89,35937.19616
90,36389.24167
91,36732.87296
92,36670.70899
93,36922.56023
94,37488.75826
95,39107.12232
96,40296.67225
97,40181.57468
98,40048.26215
99,40001.33833
100,40084.30701
101,40118.22383
102,40161.06356
103,40836.80374
104,39575.81121
105,38421.48112
106,37808.11966
107,37679.86464
108,37354.63925
109,36989.17348
110,36009.87213
111,35526.78734
112,35833.57657
113,36055.43373
114,36349.04854
115,36494.09087
116,36668.12635
117,36965.1084
118,37476.11147
119,39156.70102
120,40215.73549
121,40071.51839
122,39918.34402
123,39978.95591
124,40060.62626
125,39924.45767
126,40031.05567
127,40234.13886
128,39051.49452
129,38217.62431
130,37556.31116
131,37149.22099
132,36952.54789
133,36440.83965
134,36209.7431
135,35679.98884
136,35715.7033
137,35749.39706
138,35929.2965
139,36148.22182
140,36088.05245
141,36568.32125
142,37057.65424
143,38542.97018
144,39846.11794
145,39658.01794
146,39580.31112
147,39397.38248
148,39447.6565
149,39316.6169
150,39428.17347
151,39000.05203
152,38817.56723
153,38188.67848
154,37821.78257
155,37139.60707
156,37020.29409
157,36681.42936
158,35935.67329
159,36159.93786
160,35993.2928
161,36053.0653
162,35939.74259
163,35778.05386
164,35821.40281
165,35817.85863
166,35861.90291
167,37504.75563
168,38775.03022
169,38847.97356
170,38566.98716
171,38543.79937
172,38562.20698
173,38353.45801
174,38281.02755
175,38240.76591
176,38043.52755
177,37950.16787
178,37494.59073
179,37241.73125
180,37033.23154
181,36772.2623
182,36693.99976
183,36209.98798
184,36138.39263
185,36216.31856
186,35911.73839
187,35833.84754
188,35797.20363
189,35864.3313
190,36015.61691
191,37628.94576
192,38815.32634
193,38520.05125
194,38383.81549
195,38453.20919
196,38378.24276
197,38405.25562
198,38464.22751
199,38850.35518
200,38623.43216
201,38379.43843
202,37831.89684
203,37445.33063
204,37602.99615
205,37499.59731
206,36840.39573
207,36274.81607
208,36156.34738
209,36123.75569
210,36094.68056
211,36348.26946
212,36174.18457
213,36434.18243
214,36811.86115
215,38558.11792
216,39882.9449
217,39641.40047
218,39528.8506
219,39437.45412
220,39445.21981
221,39420.73295
222,39408.18125
223,39948.22551
224,39325.51926
225,38155.98645
226,37309.00717
227,36836.35061
228,36583.87515
229,36036.8528
230,35623.0184
231,34813.05213
232,34960.26683
233,35406.10485
234,35756.81207
235,35928.15521
236,36157.10792
237,36416.5884
238,37064.7433
239,39004.90313
240,40118.40997
241,40006.90404
242,39892.92291
243,39843.91518
244,39903.98885
245,39869.02605
246,39959.29325
247,40362.04072
248,38970.23525
249,37677.15608
250,37169.17095
251,36492.11152
252,36224.4778
253,35934.12729
254,35068.28661
255,34597.28332
256,34829.15781
257,35061.09433
258,35547.13152
259,35766.03598
260,35857.43054
261,36475.02978
262,37077.63297
263,38831.84404
264,40094.80442
265,40039.20997
266,39858.68594
267,39838.7195
268,39856.51789
269,39818.72019
270,39990.03346
271,39729.84731
272,38844.69349
273,37594.82729
274,36741.03406
275,36218.34572
276,36088.56361
277,35512.20105
278,34855.89974
279,34351.83449
280,34583.45084
281,35006.36954
282,35203.2693
283,35466.43508
284,35823.75715
285,36271.74166
286,36829.98399
287,38509.18681
288,40046.18389
289,39866.38281
290,39830.68004
291,39667.59789
292,39754.1433
293,39673.14668
294,39787.50081
295,39831.19199
296,38443.76108
297,37068.00158
298,36371.42183
299,36039.47835
300,35848.39338
301,35535.98229
302,34858.49747
303,34919.99454
304,34968.41643
305,35230.79075
306,35405.36751
307,35556.20375
308,35632.04446
309,35836.04137
310,36371.57351
311,38343.23446
312,39672.47996
313,39874.75363
314,39618.79974
315,39526.7607
316,39460.86925
317,39325.26658
318,39426.34061
319,39180.46771
320,38601.98021
321,38193.24165
322,37740.94595
323,37152.85887
324,37115.27308
325,36488.6112
326,36507.58782
327,36144.41551
328,36314.70704
329,36333.36082
330,36069.01999
331,36104.16246
332,35702.85442
333,36037.17735
334,36325.7434
335,38067.31627
336,39653.19995
337,39390.51452
338,39193.832
339,39030.89818
340,38985.61182
341,38914.73497
342,38956.09096
343,38826.31445
344,38653.70354
345,38536.21404
346,37865.42417
347,37668.22143
348,37347.50811
349,37369.55253
350,36944.61765
351,36703.55952
352,36714.38521
353,36412.78369
354,36582.7254
355,36373.80297
356,36480.95823
357,36513.00431
358,36792.72295
359,38683.51254
360,39758.98655
361,39666.48653
362,39423.2832
363,39318.51218
364,39325.7369
365,39369.14926
366,39282.87504
367,39584.2814
368,40142.70299
369,38698.08132
370,38230.39036
371,37715.88376
372,37536.12355
373,37400.72672
374,36902.44491
375,36631.2365
376,36059.29685
377,36431.2009
378,36339.25898
379,36510.54491
380,36704.25784
381,36818.13027
382,37421.97477
383,39070.10834
384,40439.34552
385,40170.90952
386,40028.9161
387,39981.08863
388,39943.94564
389,39853.30175
390,39871.02014
391,40631.31355
392,39898.63431
393,38666.11884
394,37827.71286
395,37272.24925
396,37139.45421
397,36824.63185
398,36503.4652
399,35884.58574
400,35598.06007
401,35714.47774
402,35996.84521
403,36229.70276
404,36352.44708
405,36733.09828
406,37070.90798
407,39134.77869
408,40303.20351
409,40522.73311
410,40412.86192
411,40295.34531
412,40333.0681
413,40161.69678
414,40360.12143
415,40863.46333
416,40562.33442
417,39194.62268
418,38365.83545
419,38017.99337
420,37916.95362
421,37439.51377
422,36858.7383
423,36216.17027
424,35770.04291
425,35969.24961
426,35986.85208
427,36231.93223
428,36317.49901
429,36760.40663
430,37249.85748
431,39117.92578
432,40721.61455
433,40241.31702
434,40130.08224
435,40088.95884
436,40064.99848
437,39948.22965
438,40019.05623
439,40561.6781
440,39900.58652
441,38416.37649
442,37922.85343
443,37480.78721
444,36973.6946
445,36727.31547
446,36226.69676
447,36015.03429
448,35529.73752
449,35269.61701
450,35570.11394
451,35842.8721
452,36070.28511
453,36223.70069
454,36822.4675
455,38904.81217
456,39747.9548
457,39743.50443
458,39609.67383
459,39541.83935
460,39559.82354
461,39424.04279
462,39712.39448
463,40049.73743
464,39286.68682
465,38407.10771
466,37807.63746
467,37366.92613
468,37118.85596
469,36806.43262
470,36460.76771
471,35721.21977
472,35476.20677
473,35603.81276
474,35424.4831
475,35530.62715
476,35369.59887
477,35758.84218
478,36397.71368
479,38159.77658
480,39419.98818
481,39311.34032
482,39116.20556
483,38993.49114
484,38930.81162
485,38941.7575
486,38904.21422
487,39036.60359
488,38565.54027
489,38355.36027
490,37743.1087
491,37111.37119
492,37164.38984
493,36756.16542
494,36075.5893
495,35901.6747
496,35903.84489
497,35561.56475
498,35207.42851
499,35144.22624
500,35185.13977
501,35237.9532
502,35680.08224
503,37382.2819
504,38642.8316
505,38799.50814
506,38419.09449
507,38301.98462
508,38335.70573
509,38201.95205
510,38178.4422
511,38023.45108
512,38076.03016
513,37688.10368
514,37286.873
515,37193.26981
516,37151.79106
517,36829.04333
518,36537.87354
519,36207.70524
520,35977.42333
521,35933.03176
522,35789.29706
523,35893.06967
524,35574.37883
525,35735.35521
526,36005.45504
527,37741.59628
528,39349.61568
529,39173.78679
530,38995.9229
531,38982.76526
532,38955.02844
533,38870.88484
534,38827.70471
535,39126.91475
536,39559.16886
537,38326.75238
538,37469.88318
539,37288.99989
540,37056.59465
541,36672.90349
542,36366.57257
543,35906.06922
544,35549.72311
545,35487.58158
546,35475.99355
547,35564.03993
548,35768.56584
549,36214.72305
550,36611.65027
551,38561.55894
552,39940.40543
553,39982.64368
554,39871.47556
555,39808.79007
556,39757.90369
557,39612.12133
558,39732.41218
559,40636.11995
560,40088.68531
561,38425.70171
562,37667.35644
563,37138.48701
564,37017.94935
565,36642.1762
566,36259.98796
567,35455.13604
568,35235.52958
569,35325.21217
570,35546.47012
571,35645.45873
572,35841.83465
573,36183.20791
574,36615.46118
575,38617.03268
576,40399.34822
577,39920.32235
578,39816.50118
579,39723.50025
580,39729.52442
581,39704.79508
582,39781.69091
583,40343.56231
584,39691.1276
585,38660.23677
586,37946.64236
587,37581.54062
588,37134.05608
589,36638.97666
590,36265.44332
591,35697.80475
592,35300.67144
593,35423.36084
594,35458.49391
595,35622.98555
596,35870.47848
597,36105.76108
598,36542.18429
599,38783.9164
600,39710.85272
601,39631.07206
602,39501.80899
603,39398.0049
604,39463.74401
605,39308.07491
606,39418.94766
607,40010.32997
608,39564.04961
609,38725.65892
610,37889.74951
611,37070.56717
612,36950.90474
613,36547.62159
614,36107.14307
615,35725.28339
616,35165.17512
617,35334.35922
618,35268.63592
619,35711.31136
620,35618.35807
621,35716.20062
622,36390.29091
623,38231.67984
624,39641.87598
625,39684.3805
626,39550.72442
627,39520.05846
628,39466.13776
629,39382.42926
630,39561.42299
631,39913.20621
632,39754.39783
633,38703.41404
634,37857.81021
635,37489.28026
636,37421.41359
637,37004.589
638,36775.79153
639,36231.94517
640,35827.41991
641,35601.84779
642,35436.62581
643,35337.30652
644,35527.57647
645,35620.1692
646,36087.54617
647,38021.21515
648,39587.68271
649,39565.2765
650,39417.99924
651,39254.65392
652,39210.16674
653,39177.35986
654,39254.18105
655,39416.60757
656,39022.782
657,38700.75101
658,38224.84433
659,37896.51719
660,37870.66681
661,37383.9626
662,36799.75716
663,36229.61417
664,35945.231
665,35756.0848
666,35420.57191
667,35450.86122
668,35185.00631
669,35294.89361
670,35788.29205
671,37767.5482
672,38923.42644
673,39061.58519
674,38786.67506
675,38606.97512
676,38655.35378
677,38571.60441
678,38369.62386
679,38249.21383
680,38369.16362
681,38233.09092
682,37758.17083
683,37851.64367
684,37547.77611
685,37135.5046
686,36619.83096
687,36486.6342
688,36345.25825
689,36119.14525
690,35996.40105
691,35894.03174
692,35776.31476
693,35898.84893
694,36277.89374
695,38115.71787
696,39736.28774
697,39919.82719
698,39650.01703
699,39641.12689
700,39601.10169
701,39493.36377
702,39524.60201
703,40018.37105
704,40109.88869
705,38562.60009
706,37851.56159
707,37389.84161
708,37340.15097
709,36867.1164
710,36509.39728
711,35918.77214
712,35374.24088
713,35417.01407
714,35408.9882
715,35622.73599
716,36126.6542
717,36376.10722
718,36865.95409
719,38777.31209
720,40604.29046
721,40190.82165
722,40171.32354
723,40123.23649
724,40004.88284
725,40097.77476
726,40152.3024
727,41235.60588
728,40382.61841
729,38902.56327
730,38034.06163
731,37551.55509
732,37016.62351
733,36747.39673
734,36095.59152
735,35351.94649
736,35020.54672
737,35133.72667
738,35213.96075
739,35551.44437
740,35886.66282
741,36143.51516
742,36734.84393
743,38897.76484
744,39880.3848
745,39831.81582
746,39771.55477
747,39641.67285
748,39768.66576
749,39734.06146
750,39879.39708
751,40648.16413
752,40248.95317
753,38816.66629
754,38116.38615
755,37447.15183
756,37163.33247
757,36480.55048
758,36077.22358
759,35457.22231
760,35222.96334
761,35011.74779
762,34865.99137
763,35314.98314
764,35564.96479
765,36083.86764
766,36392.90786
767,38116.03194
768,39549.09252
769,39462.35212
770,39370.13178
771,39415.62587
772,39532.6056
773,39479.20176
774,39698.02389
775,40438.36379
776,40105.43066
777,38942.50381
778,38002.93522
779,37484.99563
780,37336.69248
781,36537.81389
782,36210.98648
783,35508.00846
784,34797.696
785,34662.09541
786,34934.8422
787,35362.69675
788,35438.86025
789,35573.85653
790,36123.95482
791,37828.42078
792,39164.69948
793,39199.23148
794,39108.48984
795,39134.31956
796,39288.84168
797,39395.6509
798,39449.76643
799,40123.68378
800,39684.85139
801,38700.82816
802,37986.40415
803,37686.69093
804,37289.27058
805,36704.38261
806,36113.14431
807,35554.1821
808,35030.57751
809,34830.68
810,34854.59314
811,34941.98093
812,35038.61676
813,35124.94086
814,35418.16718
815,36989.35015
816,38559.52077
