id,count
0,39850.72594
1,39826.25502
2,39777.61567
3,39640.03646
4,39772.99171
5,39804.42689
6,39887.9202
7,40522.52009
8,40642.62079
9,39014.11435
10,38326.7796
11,37566.95832
12,37223.16598
13,36568.93972
14,35999.27044
15,35600.66859
16,35216.49257
17,34971.71792
18,34702.71482
19,35159.58757
20,35473.90039
21,36033.7822
22,36216.21843
23,37473.92802
24,39626.86116
25,39528.96535
26,39441.77461
27,39523.11741
28,39663.1605
29,39657.50411
30,39785.41285
31,40255.35655
32,40447.58736
33,38999.99206
34,38059.51075
35,37518.43257
36,37387.45892
37,36533.19237
38,36039.69454
39,35511.44318
40,34718.44894
41,34597.04927
42,34871.0838
43,35290.55016
44,35423.43469
45,35548.42381
46,36089.59072
47,37365.33852
48,39257.62469
49,39360.09183
50,39253.07521
51,39269.62744
52,39497.99584
53,39633.46606
54,39645.83699
55,40104.79293
56,40046.32894
57,38944.21388
58,38083.32802
59,37682.80255
60,37249.24523
61,36715.79806
62,35978.17377
63,35527.6084
64,34910.7537
65,34756.62775
66,34809.71016
67,34898.87726
68,35057.08266
69,35015.90263
70,35271.44386
71,36413.20892
72,38483.83473
73,38719.42029
74,38630.34307
75,38839.71782
76,38969.87124
77,39052.23152
78,38986.34615
79,39131.66092
80,38693.19387
81,38344.03579
82,38196.19308
83,37655.98215
84,37396.95281
85,36546.64574
86,36198.87704
87,35581.75422
88,35417.98253
89,35144.13083
90,34611.61581
91,34660.16765
92,34569.38593
93,34431.81625
94,34545.7509
95,35881.09126
96,37663.32583
97,38019.2119
98,38006.66101
99,38028.56673
100,38139.2949
101,38046.49871
102,38042.29051
103,37978.6034
104,38078.30286
105,37813.70041
106,37510.47832
107,37602.52843
108,37392.84431
109,37536.83233
110,37024.96525
111,36612.75004
112,36654.82703
113,35939.85091
114,35841.81194
115,35842.53345
116,35717.49655
117,35540.29942
118,35937.34243
119,37190.13711
120,39133.16699
121,39080.36622
122,39026.35967
123,39101.40801
124,38992.82708
125,39051.28595
126,38993.22914
127,39471.07247
128,39688.40599
129,38376.90429
130,37581.89726
131,37196.47084
132,37044.0412
133,36834.39653
134,36247.95519
135,36144.0743
136,35369.59886
137,35454.95036
138,35484.10319
139,35641.96737
140,36204.74531
141,36222.23188
142,36689.30266
143,37879.84878
144,39722.23049
145,39647.2556
146,39089.96464
147,39507.41216
148,39494.50427
149,39601.51573
150,39828.0162
151,40255.90946
152,40301.8124
153,38967.23899
154,37904.74628
155,37264.1057
156,37098.10577
157,36606.114
158,36220.23736
159,35733.53846
160,35188.04107
161,35290.11168
162,35299.29382
163,35632.50637
164,35738.87856
165,36041.39794
166,36482.46182
167,37689.87801
168,39767.85322
169,39572.63124
170,39656.94536
171,39626.01048
172,39699.21577
173,39732.57771
174,39675.9972
175,39982.19152
176,40218.71588
177,38702.32445
178,37491.63641
179,37183.65062
180,36709.33035
181,36256.3261
182,35921.15592
183,35459.36702
184,35112.16391
185,35031.41637
186,35071.27537
187,35120.68973
188,35812.25123
189,35932.84611
190,36415.01622
191,37950.07013
192,39584.35465
193,39747.42845
194,39608.92383
195,39541.87396
196,39587.28803
197,39501.49093
198,39546.10134
199,40234.97141
200,40076.8147
201,38862.58185
202,38132.6591
203,37649.29507
204,37207.44001
205,37005.97237
206,36402.62628
207,36327.13956
208,35433.23437
209,35069.81204
210,35053.48005
211,35210.77553
212,35526.45879
213,35923.74561
214,36090.26443
215,37439.54634
216,39383.60998
217,39559.87624
218,37789.3639
219,37965.57407
220,37965.58592
221,38070.78675
222,38195.34708
223,38723.63209
224,39324.15793
225,38165.3242
226,37855.67971
227,37619.27467
228,37443.17162
229,36838.83712
230,36856.24271
231,35884.07876
232,35067.13505
233,34963.92126
234,34671.53666
235,34639.28832
236,34931.45545
237,34884.4618
238,35061.01642
239,36582.70195
240,38862.89688
241,38243.60673
242,38279.30053
243,38258.49586
244,38312.63177
245,38489.63022
246,38542.56728
247,38859.1
248,38265.28966
249,38220.62048
250,37791.93979
251,37237.20349
252,37102.05329
253,36809.46163
254,36272.41554
255,36205.28143
256,35998.25046
257,35717.88583
258,35245.96111
259,35188.71031
260,34783.30751
261,34780.53001
262,35044.08922
263,36268.17153
264,37998.40577
265,38514.57463
266,38377.02602
267,38295.35767
268,38359.30138
269,38503.37107
270,38410.50731
271,38273.69437
272,38281.18473
273,37892.66342
274,38037.032
275,37717.36841
276,37517.5769
277,37371.38132
278,37068.58961
279,36888.12164
280,36752.1093
281,36570.07116
282,36242.81032
283,36111.14862
284,35805.23797
285,35697.15165
286,35928.77744
287,37301.44059
288,39217.25085
289,39261.75824
290,39185.77941
291,39108.37539
292,39134.55252
293,39135.08187
294,39151.56561
295,39366.76176
296,39899.74753
297,38760.96295
298,37758.21605
299,37573.38782
300,37102.92857
301,36727.07559
302,36567.7851
303,36321.26471
304,35563.01821
305,35537.88623
306,35387.59315
307,35683.85713
308,35683.64976
309,35888.3606
310,36420.09052
311,37890.81734
312,39610.86879
313,39586.13716
314,39517.37953
315,39456.37038
316,39466.23416
317,39403.23804
318,39488.35959
319,40246.11923
320,40229.53767
321,39072.48378
322,38136.97188
323,37870.84344
324,37497.29518
325,37050.87347
326,36509.74074
327,35867.05184
328,35076.26789
329,35287.91581
330,35226.85849
331,35337.02683
332,35768.60308
333,35839.36692
334,36565.54484
335,37843.47768
336,39726.27732
337,39705.92147
338,39672.4072
339,39563.52641
340,39566.46873
341,39535.21272
342,39562.19738
343,40224.80203
344,40490.91152
345,38938.06555
346,38075.59867
347,37498.08074
348,37286.22945
349,36909.20087
350,36662.75885
351,36128.66576
352,35718.92935
353,35429.92467
354,35147.94937
355,35477.89754
356,35726.30281
357,36037.42841
358,36372.93763
359,37782.56428
360,39633.94623
361,39799.59787
362,39670.2669
363,39597.17282
364,39630.02599
365,39612.47442
366,39642.63189
367,40270.57469
368,40829.73579
369,39286.67036
370,38495.95127
371,37819.47044
372,37311.80425
373,37118.60384
374,36889.32247
375,36538.98469
376,35497.22563
377,34814.72724
378,35185.70182
379,35263.60839
380,35396.54553
381,35295.39891
382,35892.41764
383,37365.12816
384,39446.08133
385,39205.85219
386,39160.02122
387,39118.98483
388,39148.88234
389,39105.37751
390,39232.77858
391,40096.62084
392,40291.22698
393,39159.86752
394,38662.42302
395,37963.83042
396,37725.08707
397,37326.66662
398,36630.62996
399,36135.03897
400,35431.62358
401,35451.22945
402,34994.28071
403,34861.38143
404,35027.0482
405,35066.7544
406,35314.04253
407,36614.898
408,38914.90139
409,39007.23764
410,38901.63598
411,38949.45819
412,39015.89459
413,39052.17167
414,39033.9387
415,39197.7261
416,38873.19495
417,38534.90269
418,37904.52525
419,37359.77001
420,37060.54253
421,37122.33182
422,36846.2685
423,36264.33899
424,36168.41239
425,35811.28777
426,35626.64031
427,35915.62727
428,35618.6941
429,35140.74071
430,35303.14712
431,36628.94134
432,38269.59534
433,38516.48353
434,38502.30578
435,38417.90005
436,38522.91778
437,38382.15938
438,38352.07399
439,38427.31301
440,38408.99913
441,38355.90388
442,37960.80166
443,37799.62245
444,38071.17189
445,37719.90297
446,37185.93742
447,36569.25022
448,36418.75012
449,36685.02189
450,36536.26737
451,36274.90531
452,35999.09736
453,36059.54914
454,36301.16477
455,37486.00126
456,39487.6234
457,39494.01529
458,39419.69928
459,39388.00377
460,39361.76885
461,39447.17379
462,39308.40496
463,39670.13121
464,40311.95373
465,38979.21369
466,38357.9426
467,37850.22966
468,37344.88305
469,37145.78621
470,36409.80702
471,35965.01072
472,35381.28702
473,35396.89017
474,35243.46289
475,35590.40133
476,35732.46077
477,35944.17476
478,36374.64196
479,37861.86827
480,39759.61374
481,39782.37956
482,39646.42919
483,39592.55395
484,39667.42159
485,39667.786
486,39686.6677
487,40393.08218
488,40390.06128
489,39150.73494
490,38303.56475
491,37752.35844
492,37506.81071
493,37137.59839
494,36706.88997
495,35929.29169
496,35050.20105
497,35295.57589
498,35508.05077
499,35702.48015
500,36219.0659
501,36230.24796
502,36578.01804
503,37863.98218
504,39651.79191
505,39717.15817
506,39600.68293
507,39630.2249
508,39662.94342
509,39671.97189
510,39663.75475
511,40220.12754
512,39413.46353
513,38613.67274
514,37682.58033
515,37504.74307
516,36732.33938
517,36263.50677
518,35749.69537
519,35144.93948
520,34924.23346
521,35224.02778
522,35358.08914
523,35487.00394
524,35764.36838
525,35993.22825
526,36183.85451
527,37521.11622
528,39608.79178
529,39522.91986
530,39541.55125
531,39469.62583
532,39567.62296
533,39597.07447
534,39563.89955
535,39923.61562
536,39055.71597
537,37663.75676
538,36825.14325
539,35969.22199
540,36087.42787
541,35631.95945
542,35076.94536
543,34693.68982
544,34824.3712
545,34771.348
546,34846.43457
547,34995.41706
548,35726.46318
549,35660.55619
550,36148.71955
551,37603.75712
552,39403.5551
553,39542.43911
554,39349.19789
555,39358.85262
556,39507.27556
557,39511.127
558,39618.32308
559,39772.26688
560,38530.09385
561,37513.95416
562,36708.70396
563,36317.07411
564,36231.64061
565,35742.17556
566,34929.90389
567,34784.14236
568,34889.4339
569,35204.23698
570,34899.60321
571,35324.3647
572,35424.44848
573,35489.00907
574,35937.13501
575,37133.37605
576,38935.92754
577,39078.20756
578,38934.952
